,Player,Season,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills,Team
278,Cuzz,S10,JUNGLE,80,0.688,5.7,1.9,1.5,6.5,5.7,326,0.705,0.15,269,2.08,0.69,0.56,0.36,149,6,277,0.413,0.075,0,5.0,T1
279,Dread,S10,JUNGLE,19,0.263,1.8,1.7,3.1,3.9,5.3,305,0.686,0.136,229,1.73,0.59,0.48,0.35,-104,-5,-88,0.474,0.105,0,1.0,Afreeca Freecs
280,Ellim,S10,JUNGLE,23,0.565,5.7,2.3,1.9,8.3,5.2,325,0.72,0.119,216,1.57,0.53,0.37,0.41,-2,-4,-16,0.435,0.13,0,1.0,T1
281,Flawless,S10,JUNGLE,75,0.307,2.1,1.9,3.2,4.8,5.1,305,0.695,0.133,234,1.87,0.68,0.56,0.44,-232,-2,-167,0.333,0.093,0,7.0,SeolHaeOne Prince
282,Haru,S10,JUNGLE,61,0.328,2.3,1.8,2.8,4.6,5.5,314,0.678,0.136,228,1.71,0.67,0.44,0.41,-56,0,-41,0.279,0.115,0,4.0,Hanwha Life eSports
283,KaKAO,S10,JUNGLE,8,0.25,1.9,1.5,2.8,3.8,5.3,302,0.8,0.161,248,0.91,0.25,0.21,0.23,54,13,465,0.25,0.25,0,1.0,ESC Shane
284,Kuma,S10,JUNGLE,9,0.0,1.5,1.6,3.7,4.0,5.3,301,0.578,0.177,298,1.38,0.54,0.42,0.37,-349,-3,-189,0.333,0.222,0,1.0,SeolHaeOne Prince
285,Malrang,S10,JUNGLE,15,0.267,2.0,1.7,3.4,5.1,5.3,309,0.751,0.133,236,1.73,0.66,0.43,0.43,-399,-3,-290,0.333,0.4,0,1.0,KT Rolster
286,OnFleek,S10,JUNGLE,78,0.397,3.1,2.1,2.4,5.4,5.5,318,0.722,0.126,218,1.98,0.63,0.65,0.4,-39,-5,-175,0.308,0.064,0,9.0,Sandbox Gaming
287,Punch,S10,JUNGLE,15,0.467,4.0,1.7,2.0,6.3,5.0,298,0.795,0.121,196,1.83,0.65,0.51,0.44,-16,3,9,0.467,0.067,0,0.0,Sandbox Gaming
288,Pyosik,S10,JUNGLE,108,0.648,4.3,2.5,2.2,6.7,5.9,340,0.71,0.146,293,1.71,0.54,0.47,0.3,128,5,284,0.315,0.093,0,10.0,DragonX
289,Spirit,S10,JUNGLE,81,0.506,3.5,2.1,2.5,6.5,5.2,313,0.696,0.144,261,2.2,0.74,0.67,0.39,-150,-3,-209,0.407,0.099,0,12.0,Afreeca Freecs
290,Tarzan,S10,JUNGLE,50,0.34,2.9,1.5,2.1,4.5,5.0,292,0.67,0.13,198,1.83,0.72,0.48,0.44,-183,-5,-232,0.4,0.06,0,2.0,Griffin
291,YoungJae,S10,JUNGLE,10,0.1,1.4,1.9,4.5,4.3,4.6,291,0.668,0.117,202,1.51,0.56,0.45,0.54,-657,-15,-912,0.4,0.2,0,0.0,Hanwha Life eSports
292,bono,S10,JUNGLE,80,0.488,3.5,1.7,2.2,5.9,5.3,313,0.727,0.123,215,1.86,0.62,0.5,0.43,39,0,-32,0.438,0.088,0,6.0,KT Rolster
293,ALL IN,S10,MID,13,0.462,4.4,3.3,1.5,3.4,8.1,369,0.599,0.218,354,0.93,0.57,0.15,0.3,-404,-18,-598,0.308,0.0,0,2.0,Afreeca Freecs
294,Bdd,S10,MID,101,0.693,6.1,3.6,1.6,6.1,8.6,409,0.685,0.262,495,1.09,0.51,0.23,0.26,293,4,159,0.297,0.069,0,19.0,Gen.G eSports
295,Clozer,S10,MID,15,0.8,5.7,4.0,1.5,4.7,9.0,413,0.583,0.252,471,0.97,0.41,0.14,0.16,264,1,283,0.2,0.133,0,7.0,T1
296,Cover,S10,MID,25,0.52,2.4,2.2,3.0,5.0,8.7,384,0.526,0.253,474,0.95,0.33,0.26,0.19,-50,4,-69,0.08,0.04,0,2.0,SeolHaeOne Prince
297,DanChung,S10,MID,8,0.25,1.7,1.1,3.4,4.5,7.1,323,0.711,0.237,376,1.08,0.47,0.2,0.19,-1132,-26,-656,0.125,0.375,0,0.0,ESC Shane
298,Dove,S10,MID,46,0.348,2.8,2.1,2.0,3.6,8.5,374,0.605,0.256,408,1.06,0.5,0.25,0.23,-140,-4,-144,0.152,0.152,0,5.0,Sandbox Gaming
299,FATE,S10,MID,47,0.468,4.6,3.6,1.8,4.6,8.9,409,0.699,0.295,535,1.12,0.51,0.22,0.22,122,2,115,0.17,0.064,0,12.0,Sandbox Gaming
300,Faker,S10,MID,88,0.636,5.4,2.9,1.5,5.4,9.0,407,0.676,0.264,473,1.26,0.53,0.27,0.22,197,2,85,0.227,0.102,0,11.0,T1
301,Keine,S10,MID,26,0.192,2.3,2.1,2.5,3.8,8.3,357,0.595,0.251,447,1.18,0.59,0.24,0.28,-219,-5,-292,0.115,0.077,0,3.0,SeolHaeOne Prince
302,Kuzan,S10,MID,48,0.417,3.8,2.9,2.0,4.6,8.7,388,0.671,0.251,458,1.25,0.51,0.3,0.25,-63,3,-82,0.146,0.104,0,6.0,Team Dynamics
303,Lava,S10,SUPPORT,1,1.0,3.3,4.0,3.0,6.0,1.5,297,0.714,0.166,342,2.79,1.26,0.82,0.27,78,-10,241,0.0,0.0,0,0.0,Hanwha Life eSports
304,Lava,S10,SUPPORT,1,1.0,3.3,4.0,3.0,6.0,1.5,297,0.714,0.166,342,2.79,1.26,0.82,0.27,78,-10,241,0.0,0.0,0,0.0,Hanwha Life eSports
305,Lava,S10,SUPPORT,1,1.0,3.3,4.0,3.0,6.0,1.5,297,0.714,0.166,342,2.79,1.26,0.82,0.27,78,-10,241,0.0,0.0,0,0.0,Hanwha Life eSports
306,Mickey,S10,MID,33,0.152,1.6,2.0,3.2,3.0,8.2,358,0.68,0.258,406,1.05,0.48,0.28,0.24,-503,-8,-261,0.303,0.061,0,12.0,SeolHaeOne Prince
307,Mireu,S10,MID,28,0.25,2.0,2.2,3.1,4.1,8.3,365,0.582,0.235,394,0.96,0.52,0.18,0.25,-547,-13,-305,0.214,0.071,0,6.0,Hanwha Life eSports
308,Quad,S10,MID,3,0.667,5.8,5.0,1.7,4.7,7.8,385,0.728,0.248,449,1.64,0.67,0.47,0.23,-256,-16,-644,0.0,0.333,0,0.0,DragonX
309,ShowMaker,S10,MID,93,0.677,7.4,3.5,1.3,6.1,8.8,416,0.707,0.259,513,1.19,0.47,0.21,0.21,293,3,118,0.247,0.022,1,18.0,DAMWON Gaming
310,Tempt,S10,MID,39,0.385,2.9,2.3,2.2,4.3,8.7,374,0.674,0.267,450,1.15,0.59,0.23,0.32,-175,-3,-88,0.231,0.077,0,2.0,Hanwha Life eSports
311,Ucal,S10,MID,69,0.348,3.0,2.3,2.2,4.2,8.7,375,0.67,0.255,421,1.04,0.43,0.28,0.21,-98,2,-66,0.29,0.116,0,10.0,Griffin
312,Ucal,S10,MID,69,0.348,3.0,2.3,2.2,4.2,8.7,375,0.67,0.255,421,1.04,0.43,0.28,0.21,-98,2,-66,0.29,0.116,0,10.0,KT Rolster
313,kurO,S10,MID,75,0.48,4.2,2.1,1.6,4.7,8.2,370,0.67,0.243,422,1.24,0.54,0.28,0.25,-76,-4,82,0.227,0.053,0,7.0,KT Rolster
314,Aiming,S10,SUPPORT,7,0.857,15.4,2.9,0.7,8.1,2.2,326,0.866,0.251,446,3.52,1.34,0.92,0.2,847,2,720,0.429,0.0,0,0.0,KT Rolster
315,Aiming,S10,SUPPORT,7,0.857,15.4,2.9,0.7,8.1,2.2,326,0.866,0.251,446,3.52,1.34,0.92,0.2,847,2,720,0.429,0.0,0,0.0,KT Rolster
316,BeryL,S10,SUPPORT,69,0.725,3.7,1.0,2.4,7.8,1.4,248,0.614,0.08,164,3.03,1.75,0.55,0.5,92,5,-10,0.188,0.072,0,0.0,DAMWON Gaming
317,BeryL,S10,SUPPORT,69,0.725,3.7,1.0,2.4,7.8,1.4,248,0.614,0.08,164,3.03,1.75,0.55,0.5,92,5,-10,0.188,0.072,0,0.0,DAMWON Gaming
318,Deft,S10,SUPPORT,4,0.75,9.0,3.3,1.0,5.8,2.1,317,0.611,0.237,476,2.43,1.15,0.51,0.23,598,-6,404,0.25,0.0,0,0.0,DragonX
319,Deft,S10,SUPPORT,4,0.75,9.0,3.3,1.0,5.8,2.1,317,0.611,0.237,476,2.43,1.15,0.51,0.23,598,-6,404,0.25,0.0,0,0.0,DragonX
320,Effort,S10,SUPPORT,98,0.673,4.0,0.9,2.2,8.1,1.2,238,0.697,0.068,121,3.02,1.89,0.48,0.53,136,1,20,0.327,0.061,0,2.0,T1
321,Effort,S10,SUPPORT,98,0.673,4.0,0.9,2.2,8.1,1.2,238,0.697,0.068,121,3.02,1.89,0.48,0.53,136,1,20,0.327,0.061,0,2.0,T1
322,Ghost,S10,SUPPORT,10,0.7,7.1,1.4,1.6,9.9,1.3,288,0.755,0.152,303,2.51,1.27,0.47,0.3,815,-3,491,0.3,0.1,0,0.0,DAMWON Gaming
323,Ghost,S10,SUPPORT,10,0.7,7.1,1.4,1.6,9.9,1.3,288,0.755,0.152,303,2.51,1.27,0.47,0.3,815,-3,491,0.3,0.1,0,0.0,DAMWON Gaming
324,GorillA,S10,SUPPORT,80,0.425,2.7,0.4,2.6,6.6,0.9,216,0.654,0.073,123,2.17,1.61,0.22,0.51,-153,-1,-31,0.2,0.138,0,1.0,Sandbox Gaming
325,GorillA,S10,SUPPORT,80,0.425,2.7,0.4,2.6,6.6,0.9,216,0.654,0.073,123,2.17,1.61,0.22,0.51,-153,-1,-31,0.2,0.138,0,1.0,Sandbox Gaming
326,GuGer,S10,SUPPORT,47,0.404,2.5,1.0,2.9,6.3,1.3,233,0.634,0.109,188,2.84,1.78,0.41,0.49,-68,2,4,0.085,0.106,0,0.0,Team Dynamics
327,GuGer,S10,SUPPORT,47,0.404,2.5,1.0,2.9,6.3,1.3,233,0.634,0.109,188,2.84,1.78,0.41,0.49,-68,2,4,0.085,0.106,0,0.0,Team Dynamics
328,Gumayusi,S10,ADC,7,0.429,3.9,4.3,2.6,5.9,10.0,453,0.672,0.242,437,1.33,0.51,0.35,0.23,746,3,287,0.571,0.0,0,0.0,T1
329,HyBrid,S10,ADC,65,0.323,2.7,3.8,2.5,2.9,10.0,431,0.627,0.294,527,1.09,0.33,0.4,0.08,-300,-7,-400,0.215,0.046,3,8.0,SeolHaeOne Prince
330,Jelly,S10,SUPPORT,43,0.419,2.5,0.9,2.9,6.3,1.0,223,0.65,0.089,155,2.44,1.54,0.32,0.5,-133,0,-73,0.163,0.093,0,0.0,Afreeca Freecs
331,Jelly,S10,SUPPORT,43,0.419,2.5,0.9,2.9,6.3,1.0,223,0.65,0.089,155,2.44,1.54,0.32,0.5,-133,0,-73,0.163,0.093,0,0.0,Afreeca Freecs
332,Kabbie,S10,SUPPORT,46,0.348,2.2,0.4,2.7,5.4,1.0,212,0.631,0.075,112,2.55,1.81,0.34,0.57,-130,2,-332,0.261,0.152,0,1.0,Griffin
333,Kabbie,S10,SUPPORT,46,0.348,2.2,0.4,2.7,5.4,1.0,212,0.631,0.075,112,2.55,1.81,0.34,0.57,-130,2,-332,0.261,0.152,0,1.0,Griffin
334,Kabbie,S10,SUPPORT,46,0.348,2.2,0.4,2.7,5.4,1.0,212,0.631,0.075,112,2.55,1.81,0.34,0.57,-130,2,-332,0.261,0.152,0,1.0,Sandbox Gaming
335,Keria,S10,SUPPORT,104,0.644,4.3,0.8,2.2,8.6,1.1,238,0.701,0.089,184,2.65,1.72,0.41,0.59,105,-2,7,0.26,0.106,0,0.0,DragonX
336,Keria,S10,SUPPORT,104,0.644,4.3,0.8,2.2,8.6,1.1,238,0.701,0.089,184,2.65,1.72,0.41,0.59,105,-2,7,0.26,0.106,0,0.0,DragonX
337,Lehends,S10,SUPPORT,83,0.265,2.5,0.6,2.7,6.4,1.1,220,0.713,0.089,148,2.61,1.66,0.38,0.53,-130,0,-25,0.217,0.096,0,5.0,Hanwha Life eSports
338,Lehends,S10,SUPPORT,83,0.265,2.5,0.6,2.7,6.4,1.1,220,0.713,0.089,148,2.61,1.66,0.38,0.53,-130,0,-25,0.217,0.096,0,5.0,Hanwha Life eSports
339,Life,S10,SUPPORT,75,0.72,4.5,0.8,2.2,8.9,1.0,238,0.618,0.082,164,2.55,1.59,0.35,0.48,41,-2,-59,0.307,0.067,0,1.0,Gen.G eSports
340,Life,S10,SUPPORT,75,0.72,4.5,0.8,2.2,8.9,1.0,238,0.618,0.082,164,2.55,1.59,0.35,0.48,41,-2,-59,0.307,0.067,0,1.0,Gen.G eSports
341,Mystic,S10,SUPPORT,3,0.333,2.8,2.0,3.0,6.3,1.9,265,0.882,0.254,413,2.82,0.99,0.96,0.18,162,8,505,0.333,0.333,0,0.0,Afreeca Freecs
342,Mystic,S10,SUPPORT,3,0.333,2.8,2.0,3.0,6.3,1.9,265,0.882,0.254,413,2.82,0.99,0.96,0.18,162,8,505,0.333,0.333,0,0.0,Afreeca Freecs
343,Nuclear,S10,SUPPORT,1,1.0,10.0,1.0,1.0,9.0,2.8,310,0.833,0.209,363,3.33,1.04,1.07,0.23,572,7,563,0.0,0.0,0,0.0,DAMWON Gaming
344,Nuclear,S10,SUPPORT,1,1.0,10.0,1.0,1.0,9.0,2.8,310,0.833,0.209,363,3.33,1.04,1.07,0.23,572,7,563,0.0,0.0,0,0.0,DAMWON Gaming
345,Route,S10,SUPPORT,4,0.5,7.8,1.5,1.0,6.3,2.1,272,0.818,0.257,442,2.86,1.07,0.75,0.35,338,-3,239,0.0,0.25,0,0.0,Sandbox Gaming
346,Route,S10,SUPPORT,4,0.5,7.8,1.5,1.0,6.3,2.1,272,0.818,0.257,442,2.86,1.07,0.75,0.35,338,-3,239,0.0,0.25,0,0.0,Sandbox Gaming
347,Ruler,S10,SUPPORT,5,0.6,5.7,2.0,1.4,6.0,2.1,299,0.68,0.269,441,2.58,1.12,0.83,0.28,707,-3,668,0.0,0.0,0,0.0,Gen.G eSports
348,Ruler,S10,SUPPORT,5,0.6,5.7,2.0,1.4,6.0,2.1,299,0.68,0.269,441,2.58,1.12,0.83,0.28,707,-3,668,0.0,0.0,0,0.0,Gen.G eSports
349,Sangyoon,S10,ADC,8,0.25,2.3,2.3,2.0,2.3,9.6,402,0.597,0.3,463,1.27,0.39,0.37,0.16,-215,2,-271,0.0,0.0,0,0.0,ESC Shane
350,Sangyoon,S10,ADC,8,0.25,2.3,2.3,2.0,2.3,9.6,402,0.597,0.3,463,1.27,0.39,0.37,0.16,-215,2,-271,0.0,0.0,0,0.0,ESC Shane
351,Ssol,S10,ADC,4,0.25,2.6,2.8,1.8,1.8,8.8,379,0.495,0.277,534,1.22,0.3,0.48,0.13,-692,-6,-225,0.25,0.0,0,0.0,Afreeca Freecs
352,Teddy,S10,SUPPORT,3,0.333,7.0,1.3,1.0,5.7,2.4,278,0.617,0.184,305,3.19,1.12,1.03,0.22,126,-2,417,0.0,0.0,0,0.0,T1
353,Teddy,S10,SUPPORT,3,0.333,7.0,1.3,1.0,5.7,2.4,278,0.617,0.184,305,3.19,1.12,1.03,0.22,126,-2,417,0.0,0.0,0,0.0,T1
354,Trigger,S10,ADC,19,0.105,1.6,2.2,3.4,3.2,8.5,367,0.549,0.263,443,1.25,0.41,0.34,0.15,-307,-5,-132,0.211,0.0,0,4.0,SeolHaeOne Prince
355,TusiN,S10,SUPPORT,84,0.429,2.9,0.4,2.5,7.0,1.1,227,0.729,0.081,142,2.56,1.73,0.38,0.52,86,1,177,0.238,0.131,0,0.0,KT Rolster
356,TusiN,S10,SUPPORT,84,0.429,2.9,0.4,2.5,7.0,1.1,227,0.729,0.081,142,2.56,1.73,0.38,0.52,86,1,177,0.238,0.131,0,0.0,KT Rolster
357,Viper,S10,SUPPORT,2,0.0,1.0,1.0,3.5,2.5,1.3,237,0.607,0.256,375,2.27,1.21,0.57,0.21,-101,-4,398,0.5,0.0,0,0.0,Griffin
358,Viper,S10,SUPPORT,2,0.0,1.0,1.0,3.5,2.5,1.3,237,0.607,0.256,375,2.27,1.21,0.57,0.21,-101,-4,398,0.5,0.0,0,0.0,Griffin
359,Viper,S10,SUPPORT,2,0.0,1.0,1.0,3.5,2.5,1.3,237,0.607,0.256,375,2.27,1.21,0.57,0.21,-101,-4,398,0.5,0.0,0,0.0,Hanwha Life eSports
360,Vsta,S10,SUPPORT,3,0.667,21.0,1.7,0.3,5.3,1.3,257,0.845,0.202,397,2.64,1.27,0.65,0.28,141,-13,128,0.333,0.0,0,0.0,Hanwha Life eSports
361,Vsta,S10,SUPPORT,3,0.667,21.0,1.7,0.3,5.3,1.3,257,0.845,0.202,397,2.64,1.27,0.65,0.28,141,-13,128,0.333,0.0,0,0.0,Hanwha Life eSports
362,Zenit,S10,ADC,5,0.2,1.6,0.8,3.4,4.6,8.0,347,0.568,0.26,473,0.99,0.37,0.21,0.19,-1035,-18,-658,0.0,0.0,0,0.0,Hanwha Life eSports
363,deokdam,S10,SUPPORT,1,1.0,7.0,2.0,3.0,19.0,1.2,263,0.778,0.157,429,2.38,1.36,0.46,0.41,416,-3,141,0.0,0.0,0,0.0,Team Dynamics
364,deokdam,S10,SUPPORT,1,1.0,7.0,2.0,3.0,19.0,1.2,263,0.778,0.157,429,2.38,1.36,0.46,0.41,416,-3,141,0.0,0.0,0,0.0,Team Dynamics
365,Ben,S10,SUPPORT,54,0.5,2.9,0.4,2.7,7.3,0.9,219,0.642,0.079,141,2.3,1.5,0.28,0.51,-192,-3,-75,0.204,0.111,0,0.0,Afreeca Freecs
366,Hoit,S10,SUPPORT,13,0.385,2.7,0.5,2.2,5.4,1.1,225,0.624,0.092,159,2.8,1.62,0.48,0.49,34,-1,-17,0.308,0.0,0,0.0,DAMWON Gaming
367,Joker,S10,SUPPORT,6,0.167,1.8,0.3,3.0,5.0,1.1,213,0.44,0.068,106,2.83,1.91,0.4,0.53,88,6,12,0.0,0.0,0,0.0,Sandbox Gaming
368,Kellin,S10,SUPPORT,21,0.619,4.4,0.4,1.6,6.7,0.9,224,0.624,0.06,102,2.49,1.8,0.27,0.55,39,0,-197,0.381,0.0,0,0.0,Gen.G eSports
369,Kuri,S10,SUPPORT,2,0.5,1.3,0.0,3.5,4.5,0.7,209,0.31,0.05,94,2.39,2.04,0.15,0.57,-274,-7,-435,0.0,0.0,0,0.0,T1
370,Mia,S10,SUPPORT,17,0.176,1.3,0.8,4.6,5.4,1.2,218,0.554,0.107,198,2.9,1.93,0.5,0.57,-140,-1,-128,0.235,0.176,0,0.0,SeolHaeOne Prince
371,Nova,S10,SUPPORT,8,0.25,1.4,0.6,3.1,3.6,1.1,211,0.612,0.093,153,2.57,1.56,0.42,0.48,-415,-1,-139,0.0,0.125,0,0.0,ESC Shane
372,Nova,S10,SUPPORT,8,0.25,1.4,0.6,3.1,3.6,1.1,211,0.612,0.093,153,2.57,1.56,0.42,0.48,-415,-1,-139,0.0,0.125,0,0.0,ESC Shane
373,Secret,S10,SUPPORT,67,0.299,2.1,0.3,3.1,6.1,1.0,215,0.622,0.081,139,2.39,1.63,0.32,0.49,-187,0,17,0.239,0.119,0,0.0,SeolHaeOne Prince
374,Wadid,S10,SUPPORT,4,0.25,2.6,0.3,2.0,5.0,0.8,202,0.754,0.04,59,2.23,1.53,0.14,0.45,59,3,-288,0.5,0.0,0,0.0,Griffin
375,Burdol,S11,TOP,6,0.5,2.5,4.5,3.3,3.8,8.3,421,0.689,0.262,454,0.8,0.26,0.18,0.1,-250,-12,-320,0.167,0.333,0,6.0,Gen.G eSports
376,Canna,S11,TOP,92,0.576,3.1,3.1,2.5,4.9,8.3,402,0.631,0.248,464,1.08,0.39,0.24,0.22,288,4,157,0.315,0.174,0,34.0,T1
377,Doran,S11,TOP,91,0.429,2.8,2.4,2.6,4.9,8.5,391,0.62,0.275,493,1.07,0.48,0.24,0.24,183,8,142,0.165,0.187,0,32.0,KT Rolster
378,DuDu,S11,TOP,29,0.345,2.4,2.5,2.7,3.9,8.3,387,0.569,0.224,419,1.05,0.45,0.22,0.23,-160,-2,-151,0.276,0.069,0,7.0,Hanwha Life eSports
379,Hoya,S11,TOP,87,0.368,2.3,1.8,2.5,4.0,7.5,349,0.558,0.227,375,1.11,0.48,0.22,0.27,-570,-10,-199,0.149,0.161,0,19.0,Fredit BRION
380,Khan,S11,TOP,99,0.747,3.4,2.6,2.7,6.7,7.7,390,0.617,0.246,524,1.11,0.43,0.22,0.23,122,-1,-37,0.202,0.152,0,25.0,DWG KIA
381,Kiin,S11,TOP,92,0.457,2.8,2.3,2.5,4.9,8.5,391,0.588,0.271,504,1.14,0.4,0.28,0.21,313,9,220,0.283,0.109,0,27.0,Afreeca Freecs
382,Morgan,S11,TOP,78,0.564,3.2,2.3,2.4,5.2,7.6,366,0.557,0.194,392,1.13,0.4,0.27,0.25,-439,-10,-223,0.179,0.141,0,13.0,Hanwha Life eSports
383,Rascal,S11,TOP,94,0.606,3.3,2.9,2.4,4.9,8.6,406,0.615,0.227,408,1.1,0.39,0.29,0.23,119,0,97,0.383,0.117,0,47.0,Gen.G eSports
384,Rich,S11,TOP,103,0.485,2.5,2.3,3.0,5.1,7.5,365,0.604,0.256,500,1.06,0.37,0.27,0.15,-418,-10,-321,0.146,0.184,0,27.0,Nongshim RedForce
385,Summit,S11,TOP,94,0.447,2.2,2.6,3.3,4.6,8.4,391,0.626,0.274,486,1.15,0.41,0.31,0.21,284,6,129,0.202,0.117,0,37.0,Liiv SANDBOX
386,Zeus,S11,TOP,19,0.632,3.1,2.2,2.5,5.5,7.7,374,0.624,0.225,421,0.88,0.33,0.18,0.15,91,1,23,0.211,0.053,0,1.0,T1
387,destroy,S11,TOP,1,0.0,0.4,1.0,5.0,1.0,8.9,359,0.5,0.157,237,1.16,0.48,0.26,0.36,-1994,-14,-1250,0.0,1.0,0,0.0,DRX
388,kingen,S11,MID,1,0.0,0.7,1.0,3.0,1.0,8.3,358,0.5,0.153,230,0.74,0.29,0.16,0.16,-969,-32,-842,0.0,0.0,0,0.0,DRX
389,kingen,S11,MID,1,0.0,0.7,1.0,3.0,1.0,8.3,358,0.5,0.153,230,0.74,0.29,0.16,0.16,-969,-32,-842,0.0,0.0,0,0.0,DRX
390,Bonnie,S11,JUNGLE,6,0.333,1.9,2.3,2.8,3.2,5.9,330,0.614,0.149,254,1.92,0.88,0.55,0.36,-565,-11,-655,0.0,0.167,0,1.0,KT Rolster
391,Canyon,S11,MID,10,0.7,4.6,2.3,1.9,6.5,7.8,382,0.672,0.204,382,0.9,0.35,0.21,0.23,-110,-15,-236,0.4,0.1,0,4.0,DWG KIA
392,Canyon,S11,MID,10,0.7,4.6,2.3,1.9,6.5,7.8,382,0.672,0.204,382,0.9,0.35,0.21,0.23,-110,-15,-236,0.4,0.1,0,4.0,DWG KIA
393,Chieftain,S11,MID,1,0.0,0.3,1.0,4.0,0.0,8.3,319,0.5,0.302,362,0.82,0.45,0.2,0.12,-1500,-4,-562,0.0,0.0,0,0.0,Fredit BRION
394,Chieftain,S11,MID,1,0.0,0.3,1.0,4.0,0.0,8.3,319,0.5,0.302,362,0.82,0.45,0.2,0.12,-1500,-4,-562,0.0,0.0,0,0.0,Fredit BRION
395,Clid,S11,JUNGLE,92,0.609,4.4,2.6,1.9,5.9,5.9,341,0.677,0.157,284,1.95,0.63,0.54,0.39,-46,-3,-54,0.391,0.043,0,13.0,Gen.G eSports
396,Croco,S11,JUNGLE,90,0.467,3.1,2.0,2.6,6.1,5.6,328,0.704,0.173,309,1.58,0.44,0.48,0.3,-104,-4,-112,0.289,0.144,0,8.0,Liiv SANDBOX
397,Cuzz,S11,JUNGLE,43,0.581,4.6,2.6,2.0,6.6,6.1,344,0.66,0.169,332,1.98,0.63,0.52,0.33,39,-3,-60,0.442,0.023,0,7.0,T1
398,Dread,S11,JUNGLE,92,0.457,3.9,3.1,2.3,5.8,6.3,348,0.767,0.179,336,1.69,0.48,0.51,0.34,102,0,-56,0.543,0.076,0,17.0,Afreeca Freecs
399,Ellim,S11,JUNGLE,22,0.545,5.1,2.1,1.6,6.2,6.0,334,0.679,0.146,253,1.75,0.65,0.44,0.38,182,4,135,0.364,0.0,0,0.0,T1
400,Flawless,S11,JUNGLE,5,0.6,4.4,2.4,1.6,4.6,5.5,318,0.466,0.143,277,1.72,0.51,0.51,0.43,-424,-8,-425,0.4,0.0,0,0.0,Gen.G eSports
401,GIDEON,S11,JUNGLE,27,0.333,2.7,2.0,2.3,4.0,6.2,322,0.689,0.15,231,1.84,0.59,0.53,0.32,-260,-9,-419,0.407,0.074,0,4.0,KT Rolster
402,Malrang,S11,JUNGLE,10,0.7,5.9,4.4,1.6,5.0,5.6,351,0.687,0.159,310,1.36,0.5,0.28,0.34,-105,-13,-224,0.6,0.0,0,3.0,DWG KIA
403,Mir,S11,JUNGLE,46,0.5,3.8,3.2,2.6,6.4,5.9,342,0.668,0.152,310,1.59,0.5,0.43,0.36,-75,-7,-340,0.348,0.152,0,4.0,Hanwha Life eSports
404,OnFleek,S11,JUNGLE,4,0.0,1.9,1.8,3.3,4.5,6.3,329,0.54,0.115,228,1.98,0.38,0.78,0.3,-39,-9,-687,0.0,0.0,0,0.0,Liiv SANDBOX
405,Oner,S11,JUNGLE,46,0.609,3.8,3.1,2.2,5.4,5.9,355,0.68,0.178,332,1.55,0.4,0.47,0.25,295,0,70,0.435,0.043,0,6.0,T1
406,Peanut,S11,JUNGLE,103,0.485,3.9,2.9,2.2,5.7,6.8,362,0.701,0.186,361,1.81,0.45,0.6,0.25,125,7,316,0.301,0.117,0,17.0,Nongshim RedForce
407,Pyosik,S11,JUNGLE,94,0.33,2.5,2.8,3.0,4.6,6.9,358,0.743,0.21,387,1.78,0.52,0.52,0.28,-75,3,25,0.319,0.085,1,10.0,DRX
408,UmTi,S11,MID,1,0.0,0.0,0.0,4.0,0.0,6.2,259,0.0,0.117,160,1.06,0.43,0.43,0.16,-3180,-48,-2333,0.0,0.0,0,0.0,Fredit BRION
409,UmTi,S11,MID,1,0.0,0.0,0.0,4.0,0.0,6.2,259,0.0,0.117,160,1.06,0.43,0.43,0.16,-3180,-48,-2333,0.0,0.0,0,0.0,Fredit BRION
410,Willer,S11,JUNGLE,28,0.536,3.6,3.1,2.4,5.5,5.8,339,0.694,0.143,260,1.68,0.55,0.4,0.49,-238,-4,-228,0.357,0.071,0,0.0,Hanwha Life eSports
411,Yohan1,S11,JUNGLE,33,0.485,2.5,2.8,3.2,5.2,5.9,332,0.668,0.168,350,1.34,0.33,0.39,0.3,-173,-2,-194,0.242,0.121,0,6.0,Hanwha Life eSports
412,YoungJae,S11,JUNGLE,3,0.333,2.6,0.7,2.7,6.3,5.2,290,0.51,0.117,192,1.56,0.54,0.55,0.46,-567,-7,-424,0.0,0.0,0,0.0,Gen.G eSports
413,blank,S11,JUNGLE,58,0.483,4.0,2.3,2.2,6.7,6.0,334,0.675,0.157,296,1.85,0.66,0.44,0.38,-136,-4,-214,0.397,0.103,0,6.0,KT Rolster
414,Bay,S11,MID,47,0.426,2.7,1.6,2.6,5.5,8.3,363,0.619,0.216,404,1,0.51,0.18,0.25,-641,-15,-370,0.191,0.064,0,3.0,Nongshim RedForce
415,Bdd,S11,MID,97,0.608,4.6,2.8,1.8,5.6,8.7,393,0.645,0.266,478,1.1,0.46,0.23,0.21,135,5,167,0.165,0.093,0,22.0,Gen.G eSports
416,Chovy,S11,MID,107,0.505,4.8,3.5,1.9,5.4,9.8,432,0.666,0.277,552,1.43,0.46,0.41,0.18,507,14,352,0.234,0.093,1,46.0,Hanwha Life eSports
